Wall time,Step,Value
1751226441.3359642,10000,0.0
1751226468.375902,20000,0.0
1751226491.8780577,30000,0.0
1751226514.3533874,40000,0.0
1751226537.243889,50000,0.0
1751226560.6684828,60000,0.0
1751226584.5876777,70000,0.0
1751226607.1396718,80000,0.0
1751226631.543554,90000,0.0
1751226656.1803975,100000,0.0
1751226678.5229895,110000,0.0
1751226701.24561,120000,0.0
1751226724.9647474,130000,0.0
1751226748.9622426,140000,0.0
1751226773.6895845,150000,0.0
1751226797.5277436,160000,0.0
1751226822.3987339,170000,0.0
1751226845.2305307,180000,0.0
1751226869.926783,190000,0.0
1751226893.089975,200000,0.05249997228384018
1751226913.2660375,210000,0.0
1751226938.436875,220000,0.04249997064471245
1751226963.9530282,230000,0.0
1751226988.5052493,240000,0.0
1751227011.5397499,250000,0.0
1751227034.8298626,260000,0.0
1751227056.7088945,270000,0.0
1751227081.0165231,280000,0.0
1751227105.5065062,290000,0.0
1751227129.079813,300000,0.0
1751227153.0636196,310000,0.0
1751227176.7449613,320000,0.0
1751227202.9258077,330000,0.0
1751227227.502808,340000,0.0
1751227253.1756,350000,0.0
1751227276.5644608,360000,0.0
1751227303.9821997,370000,0.004999998025596142
1751227332.10377,380000,0.0
1751227354.4141908,390000,0.0
1751227376.2060275,400000,0.0
1751227399.2546747,410000,0.0
1751227417.4494061,420000,0.00874999724328518
1751227440.492035,430000,0.0
1751227464.2132168,440000,0.125
1751227489.0842202,450000,0.0
1751227517.8716745,460000,0.0
1751227544.3130178,470000,0.014999995008111
1751227567.4048488,480000,0.0
1751227593.5485559,490000,0.0
1751227622.0753639,500000,0.011249995790421963
1751227651.361474,510000,0.0
1751227674.6673548,520000,0.0
1751227698.7636583,530000,0.0
1751227723.912056,540000,0.029999982565641403
1751227749.3979888,550000,0.0
1751227773.5658443,560000,0.0
1751227799.594643,570000,0.0
1751227827.694631,580000,0.0
1751227854.2319038,590000,0.0
1751227879.0318062,600000,0.04499997943639755
1751227903.2624123,610000,0.0
1751227929.0642025,620000,0.0
1751227948.8431852,630000,0.0
1751227974.034797,640000,0.0
1751228003.8747504,650000,0.0
1751228028.2040782,660000,0.0
1751228052.533998,670000,0.0
1751228077.3057797,680000,0.0
1751228102.7247114,690000,0.0
1751228126.6346302,700000,0.0
1751228150.3269851,710000,0.0
1751228174.4706328,720000,0.0
1751228197.6648402,730000,0.0
1751228223.9958696,740000,0.0
1751228251.3738892,750000,0.0
1751228276.299173,760000,0.0
1751228302.4730186,770000,0.0
1751228328.9618938,780000,0.061249952763319016
1751228354.9251177,790000,0.0
1751228379.0206354,800000,0.0
1751228404.7007961,810000,0.0
1751228430.2260654,820000,0.0
1751228459.072015,830000,0.0
1751228481.0032775,840000,0.0
1751228506.1557567,850000,0.0
1751228533.0589495,860000,0.0
1751228560.354185,870000,0.0
1751228587.5023012,880000,0.0
1751228614.5637038,890000,0.0
1751228640.664897,900000,0.0
1751228668.6658783,910000,0.125
1751228694.869995,920000,0.10499992221593857
1751228721.854084,930000,0.0
1751228749.604361,940000,0.002499999012798071
1751228779.6318316,950000,0.012499995529651642
1751228807.7480905,960000,0.0
1751228833.4885962,970000,0.0
1751228861.5270853,980000,0.0
1751228888.6622362,990000,0.0
1751228915.8642566,1000000,0.0
1751228944.486635,1010000,0.0
1751228973.3919547,1020000,0.0
1751228999.6767573,1030000,0.0
1751229025.1181297,1040000,0.0
1751229047.1392267,1050000,0.0
1751229075.4565384,1060000,0.0
1751229102.7310078,1070000,0.0
1751229130.4927213,1080000,0.0
1751229159.3930657,1090000,0.0
1751229189.1825027,1100000,0.0
1751229216.1735382,1110000,0.0
1751229246.9427218,1120000,0.0
1751229276.1079252,1130000,0.0
1751229301.782012,1140000,0.0
1751229327.681721,1150000,0.0
1751229352.8920715,1160000,0.0
1751229379.8052316,1170000,0.0
1751229409.8826733,1180000,0.0
1751229442.0378408,1190000,0.0
1751229469.722858,1200000,0.0
1751229498.319592,1210000,0.0
1751229526.612622,1220000,0.0
1751229555.11658,1230000,0.0
1751229583.115425,1240000,0.0
1751229610.6098087,1250000,0.0
1751229630.3901186,1260000,0.0
1751229657.1282802,1270000,0.0
1751229688.7237644,1280000,0.0
1751229714.7471511,1290000,0.0
1751229740.6920395,1300000,0.0
1751229769.6987295,1310000,0.0
1751229798.5947785,1320000,0.0
1751229832.0880039,1330000,0.0
1751229858.834337,1340000,0.0
1751229886.8407402,1350000,0.0
1751229912.5631158,1360000,0.0
1751229937.798789,1370000,0.0
1751229962.7088192,1380000,0.0
1751229988.4709146,1390000,0.0
1751230015.2886286,1400000,0.0
1751230041.7940361,1410000,0.0
1751230066.1690547,1420000,0.0
1751230092.4538252,1430000,0.0
1751230118.6719067,1440000,0.0
